Updated On,State,Total Doses ,Sessions, Sites ,First Dose ,Second Dose ,Male ,Female ,Transgender, Covaxin ,CoviShield ,Sputnik V ,AEFI,18-44 Years ,45-60 Years,60+ Years 
3/7/2021,Kerala,14764538,434026,1349,11162817,3601721,7085967,7676234,2337,1286057,13477539,942,2454,3309896,5113362,6341280
4/7/2021,Kerala,14790452,60703,204,11179952,3610500,7099481,7688630,2341,1296452,13492969,1031,2456,3322602,5121262,6346588
5/7/2021,Kerala,14947001,280390,1126,11261270,3685731,7180664,7763956,2381,1322560,13622811,1630,2456,3380896,5175120,6390985
6/7/2021,Kerala,15062316,210822,956,11322761,3739555,7237725,7822183,2408,1344479,13715852,1985,2458,3421480,5215031,6425805
7/7/2021,Kerala,15120585,121989,609,11356275,3764310,7266495,7851631,2459,1361299,13756846,2440,2462,3449749,5231497,6439339
8/7/2021,Kerala,15221414,179017,890,11393122,3828292,7315328,7903598,2488,1397281,13821583,2550,2466,3490999,5265473,6464942
9/7/2021,Kerala,15412596,368154,1287,11454395,3958201,7405403,8004675,2518,1415604,13993920,3072,2468,3537499,5340349,6534748
10/7/2021,Kerala,15667228,444207,1214,11544597,4122631,7529617,8135053,2558,1425089,14237704,4435,2477,3608726,5439410,6619092
11/7/2021,Kerala,15700974,64579,187,11559011,4141963,7547088,8151321,2565,1432200,14263410,5364,2477,3622926,5450336,6627712
12/7/2021,Kerala,15911270,376850,1171,11633723,4277547,7648303,8260345,2622,1453114,14451266,6890,2479,3689913,5531110,6690247
13/07/2021,Kerala,16059858,286176,1093,11695199,4364659,7719659,8337553,2646,1466069,14585013,8776,2483,3743247,5584794,6731817
14/07/2021,Kerala,16206261,187084,951,11787878,4418383,7787353,8416221,2687,1484769,14711314,10178,2483,3791499,5636652,6778110
15/07/2021,Kerala,16360256,265393,1234,11856125,4504131,7859069,8498473,2714,1498515,14850676,11065,2486,3853033,5691322,6815901
16/07/2021,Kerala,16485990,239682,1079,11918604,4567386,7915171,8568060,2759,1514558,14959533,11899,2514,3905064,5737210,6843716
17/07/2021,Kerala,16650485,282769,978,11989687,4660798,7996675,8651030,2780,1529101,15108827,12557,2522,3965786,5800815,6883884
18/07/2021,Kerala,16704293,94433,209,12021046,4683247,8023350,8678151,2792,1535638,15156094,12561,2525,3993724,5817366,6893203
19/07/2021,Kerala,17058684,564617,1508,12156815,4901869,8187649,8868189,2846,1545081,15500256,13347,2532,4085632,5976460,6996592
20/07/2021,Kerala,17329394,447904,1294,12277830,5051564,8314318,9012186,2890,1557222,15757849,14323,2532,4175296,6089252,7064846
21/07/2021,Kerala,17427952,225544,733,12340361,5087591,8358664,9066379,2909,1562403,15850690,14859,2535,4227293,6120269,7080390
22/07/2021,Kerala,17709317,467291,1339,12464564,5244753,8491218,9215139,2960,1572081,16121262,15974,2540,4316909,6238748,7153660
23/07/2021,Kerala,17976287,480259,1366,12585905,5390382,8621196,9352074,3017,1591266,16368360,16661,2540,4410764,6349092,7216431
24/07/2021,Kerala,18464206,886286,1524,12877004,5587202,8856303,9604793,3110,1626888,16820026,17292,2545,4619488,6530894,7313824
25/07/2021,Kerala,18594259,290522,424,12972001,5622258,8921583,9669519,3157,1649113,16927291,17855,2551,4691866,6569398,7332995
26/07/2021,Kerala,18811780,472160,992,13128347,5683433,9027616,9780947,3217,1703972,17089290,18518,2552,4806437,6633599,7371744
27/07/2021,Kerala,18942910,348114,730,13233990,5708920,9092117,9847543,3250,1746313,17176726,19871,2558,4887043,6665591,7390276
28/07/2021,Kerala,19009970,0,0,13292691,5717279,9125567,9881136,3267,1753082,17236207,20681,2564,4932536,6679651,7397783
29/07/2021,Kerala,19271174,694696,940,13465864,5805310,9250340,10017484,3350,1767405,17482647,21122,2564,5061184,6763057,7446933
30/07/2021,Kerala,19781866,1212779,1754,13811980,5969886,9490841,10287538,3487,1777589,17982909,21368,2568,5283813,6942263,7555790
31/07/2021,Kerala,20165100,944684,1547,14111255,6053845,9676366,10485140,3594,1813977,18328701,22422,2588,5462891,7071202,7631007
1/8/2021,Kerala,20369496,324007,418,14284456,6085040,9772822,10593082,3592,1822361,18524038,23097,2588,5550545,7146306,7672645
2/8/2021,Kerala,20720223,724172,1468,14566582,6153641,9938587,10777941,3695,1839109,18857280,23834,2592,5718467,7248407,7753349
3/8/2021,Kerala,21008073,768830,1536,14804327,6203746,10077044,10927247,3782,1854053,19128434,25586,2594,5868775,7333548,7805750
4/8/2021,Kerala,21114463,397667,924,14882715,6231748,10126092,10984512,3859,1881797,19205781,26885,2599,5930080,7361586,7822797
5/8/2021,Kerala,21303369,519857,1132,15033777,6269592,10221203,11078251,3915,1905220,19370010,28139,2602,6033915,7408030,7861424
6/8/2021,Kerala,21560396,648206,1421,15231449,6328947,10352244,11204180,3972,1995631,19535898,28867,2609,6183876,7475332,7901188
7/8/2021,Kerala,21782429,579834,1170,15416834,6365595,10463055,11315346,4028,2022128,19730546,29755,2613,6316900,7529422,7936107
8/8/2021,Kerala,21843327,165613,286,15472524,6370803,10496048,11343226,4053,2025521,19787714,30092,2616,6353011,7546912,7943404
9/8/2021,Kerala,22097731,586973,1365,15670747,6426984,10623457,11470142,4132,2043075,20023775,30881,2627,6467292,7612487,8017952
10/8/2021,Kerala,,,,,,,,,,,,,,,
11/8/2021,Kerala,,,,,,,,,,,,,,,
12/8/2021,Kerala,,,,,,,,,,,,,,,
13/08/2021,Kerala,,,,,,,,,,,,,,,
14/08/2021,Kerala,,,,,,,,,,,,,,,
15/08/2021,Kerala,,,,,,,,,,,,,,,
16/01/2021,Ladakh,9,1,1,9,0,0,9,0,0,9,,,,,
17/01/2021,Ladakh,9,2,2,9,0,0,9,0,0,9,,,,,
18/01/2021,Ladakh,64,3,3,64,0,15,49,0,0,64,,,,,
19/01/2021,Ladakh,64,4,4,64,0,15,49,0,0,64,,,,,
20/01/2021,Ladakh,66,5,5,66,0,16,50,0,0,66,,,,,
21/01/2021,Ladakh,66,10,7,66,0,16,50,0,0,66,,,,,
22/01/2021,Ladakh,164,12,9,164,0,43,121,0,0,164,,,,,
23/01/2021,Ladakh,330,12,9,330,0,98,232,0,0,330,,,,,
24/01/2021,Ladakh,337,13,10,337,0,104,233,0,0,337,,,,,
25/01/2021,Ladakh,461,14,11,461,0,148,313,0,0,461,,,,,
26/01/2021,Ladakh,461,15,11,461,0,148,313,0,0,461,,,,,
27/01/2021,Ladakh,642,16,12,642,0,234,408,0,0,642,,,,,
28/01/2021,Ladakh,652,18,13,652,0,241,411,0,0,652,,,,,
29/01/2021,Ladakh,823,19,13,823,0,290,533,0,0,823,,,,,
30/01/2021,Ladakh,959,19,13,959,0,346,613,0,0,959,,,,,
31/01/2021,Ladakh,959,20,13,959,0,346,613,0,0,959,,,,,
1/2/2021,Ladakh,1065,25,16,1065,0,379,686,0,0,1065,,,,,
2/2/2021,Ladakh,1065,34,18,1065,0,379,686,0,0,1065,,,,,
3/2/2021,Ladakh,1342,36,18,1342,0,452,890,0,0,1342,,,,,
4/2/2021,Ladakh,1342,42,20,1342,0,452,890,0,0,1342,,,,,
5/2/2021,Ladakh,1578,43,20,1578,0,520,1058,0,0,1578,,,,,
6/2/2021,Ladakh,1817,47,22,1817,0,573,1244,0,0,1817,,,,,
7/2/2021,Ladakh,1817,54,27,1817,0,573,1244,0,0,1817,,,,,
8/2/2021,Ladakh,2064,59,29,2064,0,637,1427,0,2,2062,,,,,
9/2/2021,Ladakh,2158,60,30,2158,0,681,1477,0,22,2136,,,,,
10/2/2021,Ladakh,2379,66,33,2379,0,739,1640,0,22,2357,,,,,
11/2/2021,Ladakh,2597,66,33,2597,0,768,1829,0,23,2574,,,,,
12/2/2021,Ladakh,2695,69,33,2695,0,782,1913,0,23,2672,,,,,
13/02/2021,Ladakh,2902,71,34,2831,71,803,2028,0,23,2808,,,,,
14/02/2021,Ladakh,2902,78,37,2831,71,803,2028,0,23,2808,,,,,
15/02/2021,Ladakh,3014,84,39,2887,127,820,2067,0,23,2864,,,,,
16/02/2021,Ladakh,3602,91,39,3433,169,1245,2188,0,23,3410,,,,,
17/02/2021,Ladakh,4162,104,39,3931,231,1685,2246,0,23,3908,,,,,
18/02/2021,Ladakh,4572,118,39,4284,288,1988,2296,0,23,4261,,,,,
19/02/2021,Ladakh,5531,130,39,5175,356,2544,2631,0,23,5152,,,,,
20/02/2021,Ladakh,6383,139,42,5783,600,3008,2775,0,31,5752,,,,,
21/02/2021,Ladakh,6621,146,43,6021,600,3209,2812,0,31,5990,,,,,
22/02/2021,Ladakh,7460,156,46,6748,712,3783,2965,0,39,6709,,,,,
23/02/2021,Ladakh,8432,165,49,7719,713,4690,3029,0,39,7680,,,,,
24/02/2021,Ladakh,9243,178,55,8396,847,5348,3048,0,39,8357,,,,,
25/02/2021,Ladakh,9734,200,71,8887,847,5786,3101,0,39,8848,,,,,
26/02/2021,Ladakh,10341,200,71,9412,929,6219,3193,0,39,9373,,,,,
27/02/2021,Ladakh,10341,200,71,9412,929,6219,3193,0,39,9373,,,,,
28/02/2021,Ladakh,10341,224,73,9412,929,6219,3193,0,39,9373,,,,,
1/3/2021,Ladakh,10341,222,72,9412,929,6219,3193,0,39,9373,,,,,
2/3/2021,Ladakh,11130,238,75,9990,1140,6698,3292,0,39,9951,,,,,
3/3/2021,Ladakh,12205,276,75,10778,1427,7170,3608,0,40,10738,,,,,
4/3/2021,Ladakh,13048,323,75,11538,1510,7648,3890,0,40,11498,,,,,
5/3/2021,Ladakh,14139,376,77,12393,1746,8125,4268,0,41,12352,,,,,
6/3/2021,Ladakh,16365,406,79,14387,1978,9327,5060,0,41,14346,,,,,
7/3/2021,Ladakh,16365,411,79,14387,1978,9327,5060,0,41,14346,,,,,
8/3/2021,Ladakh,19096,447,88,16882,2214,10651,6231,0,41,16841,,,,,
9/3/2021,Ladakh,20455,4400,28,18159,2296,12704,7751,0,0,20455,,,,,
10/3/2021,Ladakh,23584,3700,22,21085,2499,14267,9315,2,0,23584,,,,,
11/3/2021,Ladakh,26595,3700,22,23882,2713,15672,10921,2,0,26595,,,,,
12/3/2021,Ladakh,29215,3200,20,26413,2802,16904,12309,2,0,29215,,,,,
13/03/2021,Ladakh,31815,4100,27,28917,2898,18307,13505,3,0,31815,,,,,
14/03/2021,Ladakh,32385,1100,9,29485,2900,18601,13781,3,0,32385,,,,,
15/03/2021,Ladakh,34683,4000,30,31760,2923,19700,14980,3,0,34683,,,,,
16/03/2021,Ladakh,38926,3700,27,35573,3353,20363,15207,3,0,38926,,0,,,
17/03/2021,Ladakh,40726,2900,22,37044,3682,21178,15863,3,0,40726,,0,,,
18/03/2021,Ladakh,42033,2100,15,37810,4223,21589,16218,3,0,42033,,0,,,
19/03/2021,Ladakh,43189,3600,22,38440,4749,21883,16554,3,0,43189,,0,,,
20/03/2021,Ladakh,44169,2300,15,38954,5215,22160,16791,3,0,44169,,1,,,
21/03/2021,Ladakh,44234,600,3,39005,5229,22186,16816,3,0,44234,,1,,,
22/03/2021,Ladakh,45135,3100,20,39419,5716,22395,17021,3,0,45135,,1,,,
23/03/2021,Ladakh,45814,1000,7,39767,6047,22558,17206,3,0,45814,,1,,,
24/03/2021,Ladakh,46093,900,6,39950,6143,22677,17270,3,0,46093,,1,,,
25/03/2021,Ladakh,46261,800,5,40010,6251,22702,17305,3,0,46261,,1,,,
26/03/2021,Ladakh,46461,700,4,40083,6378,22733,17347,3,0,46461,,1,,,
27/03/2021,Ladakh,46590,700,4,40195,6395,22813,17379,3,0,46590,,1,,,
28/03/2021,Ladakh,46589,700,5,40194,6395,22812,17379,3,0,46589,,1,,,
29/03/2021,Ladakh,46588,1100,5,40193,6395,22811,17379,3,0,46588,,1,,,
30/03/2021,Ladakh,46645,2220,11,40215,6430,22811,17401,3,0,46645,,1,,,
31/03/2021,Ladakh,46872,1900,11,40372,6500,22926,17443,3,0,46872,,1,,,
1/4/2021,Ladakh,50362,6500,38,43815,6547,24557,19255,3,0,50362,,1,,,
2/4/2021,Ladakh,55631,6900,44,49045,6586,27091,21951,3,0,55631,,1,,,
3/4/2021,Ladakh,59338,5100,32,52707,6631,28893,23811,3,0,59338,,1,,,
4/4/2021,Ladakh,62214,5600,39,55578,6636,30350,25225,3,0,62214,,2,,,
5/4/2021,Ladakh,65089,6600,45,58417,6672,31792,26622,3,0,65089,,2,,,
6/4/2021,Ladakh,66613,6400,44,59863,6750,32542,27318,3,0,66613,,2,,,
7/4/2021,Ladakh,69391,6000,41,62372,7019,33902,28466,4,0,69391,,2,,,
8/4/2021,Ladakh,71259,3400,24,63903,7356,34662,29237,4,0,71259,,2,,,
9/4/2021,Ladakh,71960,6200,44,64284,7676,34882,29398,4,0,71960,,2,,,
10/4/2021,Ladakh,72431,2400,18,64518,7913,35014,29500,4,0,72431,,2,,,
11/4/2021,Ladakh,73397,7800,55,65236,8161,35434,29798,4,0,73397,,2,,,
12/4/2021,Ladakh,74608,7300,49,66115,8493,35907,30204,4,0,74608,,2,,,
13/04/2021,Ladakh,75319,5900,39,66540,8779,36134,30402,4,0,75319,,2,,,
14/04/2021,Ladakh,75905,3400,23,66813,9092,36280,30529,4,0,75905,,2,,,
15/04/2021,Ladakh,76470,3800,24,66918,9552,36347,30566,5,0,76470,,2,,,
16/04/2021,Ladakh,76968,3000,21,67005,9963,36405,30595,5,0,76968,,2,,,
17/04/2021,Ladakh,77819,2000,13,67157,10662,36491,30661,5,0,77819,,2,,,
18/04/2021,Ladakh,77857,3300,22,67185,10672,36501,30679,5,0,77857,,2,,,
19/04/2021,Ladakh,80595,3100,21,67732,12863,36766,30961,5,0,80595,,2,,,
20/04/2021,Ladakh,84637,3400,22,68954,15683,37358,31591,5,0,84637,,2,,,
21/04/2021,Ladakh,88412,3400,20,69995,18417,37838,32152,5,0,88412,,2,,,
22/04/2021,Ladakh,91310,3600,22,70599,20711,38150,32444,5,0,91310,,2,,,
23/04/2021,Ladakh,94316,3800,26,71353,22963,38528,32820,5,0,94316,,2,,,
24/04/2021,Ladakh,96539,3000,21,71714,24825,38705,33004,5,0,96539,,2,,,
25/04/2021,Ladakh,96956,600,6,71734,25222,38715,33014,5,0,96956,,2,,,
26/04/2021,Ladakh,100903,4500,34,72754,28149,39224,33525,5,0,100903,,2,,,
27/04/2021,Ladakh,103717,3900,28,73508,30209,39564,33938,6,0,103717,,2,,,
28/04/2021,Ladakh,105808,6000,38,73967,31841,39827,34134,6,0,105808,,2,,,
29/04/2021,Ladakh,107405,3300,25,74391,33014,40087,34298,6,0,107405,,2,,,
30/04/2021,Ladakh,108166,5900,46,74571,33595,40189,34376,6,0,108166,,2,,,
1/5/2021,Ladakh,109442,7600,52,74984,34458,40404,34574,6,0,109442,,2,,,
2/5/2021,Ladakh,109696,2300,20,75065,34631,40445,34614,6,0,109696,,2,,,
3/5/2021,Ladakh,111070,6000,41,75744,35326,40781,34956,7,0,111070,,2,,,
4/5/2021,Ladakh,112903,6100,42,77322,35581,41814,35501,7,0,112903,,2,,,
5/5/2021,Ladakh,115161,5900,41,79276,35885,43063,36206,7,0,115161,,2,,,
6/5/2021,Ladakh,117233,6000,41,81061,36172,44276,36778,7,0,117233,,2,,,
7/5/2021,Ladakh,118299,3600,21,81960,36339,44903,37050,7,0,118299,,2,,,
8/5/2021,Ladakh,119520,4100,27,83032,36488,45643,37382,7,0,119520,,2,,,
9/5/2021,Ladakh,119661,3800,25,83169,36492,45756,37406,7,0,119661,,2,,,
10/5/2021,Ladakh,120835,5400,35,84093,36742,46268,37818,7,0,120835,,2,,,
11/5/2021,Ladakh,121529,4800,30,84630,36899,46577,38045,8,0,121529,,2,,,
12/5/2021,Ladakh,122218,2700,17,85240,36978,46928,38304,8,0,122218,,3,,,
13/05/2021,Ladakh,122800,1200,8,85688,37112,47238,38442,8,0,122800,,3,,,
14/05/2021,Ladakh,122800,700,6,85688,37112,47238,38442,8,0,122800,,3,,,
15/05/2021,Ladakh,123897,2700,18,86645,37252,47718,38918,9,0,123897,,3,,,
16/05/2021,Ladakh,123897,300,3,86645,37252,47718,38918,9,0,123897,,3,,,
17/05/2021,Ladakh,124756,3474,24,87501,37255,48223,39269,9,0,124756,,3,,,
18/05/2021,Ladakh,125747,3853,26,88488,37259,48761,39717,10,0,125747,,3,,,
19/05/2021,Ladakh,126974,4441,27,89715,37259,49530,40175,10,0,126974,,4,,,
20/05/2021,Ladakh,128323,4750,26,91064,37259,50429,40625,10,0,128323,,4,,,
21/05/2021,Ladakh,130332,5542,33,93073,37259,51730,41332,11,0,130332,0,4,,,
22/05/2021,Ladakh,132064,5220,31,94805,37259,53012,41782,11,0,132064,0,4,,,
23/05/2021,Ladakh,132137,500,5,94878,37259,53083,41784,11,0,132137,0,4,,,
24/05/2021,Ladakh,134067,7031,47,96802,37265,54081,42710,11,0,134067,0,4,,,
25/05/2021,Ladakh,136294,5724,34,99028,37266,55178,43839,11,0,136294,0,4,,,
26/05/2021,Ladakh,138454,5904,30,101188,37266,56125,45050,13,0,138454,0,4,,,
27/05/2021,Ladakh,144321,8825,37,107044,37277,58782,48248,14,0,144321,0,4,,,
28/05/2021,Ladakh,150092,8234,32,112814,37278,61291,51508,15,0,150092,0,4,,,
29/05/2021,Ladakh,154115,4770,18,116836,37279,63254,53566,16,0,154115,0,4,,,
30/05/2021,Ladakh,154135,221,2,116856,37279,63264,53576,16,0,154135,0,4,,,
31/05/2021,Ladakh,159496,12800,38,122206,37290,65668,56522,16,0,159496,0,4,,,
1/6/2021,Ladakh,164155,11285,36,126864,37291,67681,59167,16,0,164155,0,4,,,
2/6/2021,Ladakh,167934,10800,36,130639,37295,69481,61142,16,0,167934,0,4,,,
3/6/2021,Ladakh,171395,10493,38,134095,37300,70910,63168,17,0,171395,0,4,,,
4/6/2021,Ladakh,174899,11000,37,137598,37301,72722,64859,17,0,174899,0,4,,,
5/6/2021,Ladakh,177678,7600,28,140366,37312,74251,66098,17,0,177678,0,4,,,
6/6/2021,Ladakh,177681,0,0,140369,37312,74251,66101,17,0,177681,0,4,,,
7/6/2021,Ladakh,180269,7000,25,142943,37326,75399,67527,17,0,180269,0,4,,,
8/6/2021,Ladakh,181714,5640,21,144376,37338,76132,68226,18,0,181714,0,4,,,
9/6/2021,Ladakh,183376,5930,19,146030,37346,77141,68871,18,0,183376,0,4,,,
10/6/2021,Ladakh,185674,5820,23,148313,37361,78523,69772,18,0,185674,0,4,,,
11/6/2021,Ladakh,189143,6147,25,151780,37363,80732,71030,18,0,189143,0,4,,,
12/6/2021,Ladakh,191063,5010,20,153682,37381,82013,71651,18,0,191063,0,4,,,
13/06/2021,Ladakh,191066,0,0,153685,37381,82016,71651,18,0,191066,0,4,,,
14/06/2021,Ladakh,192431,3296,15,155038,37393,82896,72124,18,0,192431,0,4,,,
15/06/2021,Ladakh,193330,3600,20,155927,37403,83273,72636,18,0,193330,0,4,,,
16/06/2021,Ladakh,194501,2630,20,157081,37420,83891,73171,19,0,194501,0,4,,,
17/06/2021,Ladakh,196717,3860,22,159275,37442,85346,73910,19,0,196717,0,4,,,
18/06/2021,Ladakh,198155,4450,16,160703,37452,86418,74266,19,0,198155,0,4,,,
19/06/2021,Ladakh,199286,4710,17,161809,37477,87200,74590,19,0,199286,0,4,,,
20/06/2021,Ladakh,199286,200,1,161809,37477,87200,74590,19,0,199286,0,4,,,
21/06/2021,Ladakh,200706,5900,18,163217,37489,88293,74905,19,0,200706,0,4,,,
22/06/2021,Ladakh,202329,6840,24,164799,37530,89587,75193,19,0,202329,0,4,,,
23/06/2021,Ladakh,203725,6882,21,166167,37558,90720,75428,19,0,203725,0,4,,,
24/06/2021,Ladakh,206992,10580,28,167571,39421,91836,75716,19,0,206992,0,4,,,
25/06/2021,Ladakh,211520,14476,36,168168,43352,116121,95377,22,0,211520,0,4,109332,49885,52303
26/06/2021,Ladakh,215964,17905,41,168671,47293,118255,97687,22,0,215964,0,4,109781,53605,52578
27/06/2021,Ladakh,216616,1660,6,168691,47925,118546,98048,22,0,216616,0,4,109781,54206,52629
28/06/2021,Ladakh,220989,23905,55,169421,51568,120869,100098,22,0,220989,0,4,110460,57603,52926
29/06/2021,Ladakh,224630,15961,38,170297,54333,123022,101586,22,0,224630,0,4,111283,60225,53122
30/06/2021,Ladakh,226801,13141,31,170900,55901,124277,102502,22,0,226801,0,4,111826,61720,53255
1/7/2021,Ladakh,228809,8195,28,171439,57370,125487,103299,23,0,228809,0,4,112347,63110,53352
2/7/2021,Ladakh,230087,7800,29,172099,57988,126357,103707,23,0,230087,0,4,112981,63674,53432
3/7/2021,Ladakh,232133,8305,23,173803,58330,128052,104057,24,0,232133,0,4,114658,63999,53476
4/7/2021,Ladakh,232795,1057,4,174447,58348,128701,104070,24,0,232795,0,4,115279,64030,53486
5/7/2021,Ladakh,235427,9220,29,176300,59127,130756,104647,24,0,235427,0,4,117093,64696,53638
6/7/2021,Ladakh,237455,6969,26,177760,59695,132199,105232,24,0,237455,0,5,118569,65154,53732
7/7/2021,Ladakh,238305,5121,16,178128,60177,132735,105546,24,0,238305,0,5,118889,65632,53784
8/7/2021,Ladakh,239589,5070,16,179174,60415,133796,105769,24,0,239589,0,5,119863,65897,53829
9/7/2021,Ladakh,240818,5310,16,180257,60561,134864,105930,24,0,240818,0,5,120928,66028,53862
10/7/2021,Ladakh,242115,4584,16,181385,60730,135982,106109,24,0,242115,0,5,122041,66182,53892
11/7/2021,Ladakh,242545,490,1,181815,60730,136412,106109,24,0,242545,0,5,122471,66182,53892
12/7/2021,Ladakh,243556,5081,19,182438,61118,137132,106400,24,0,243556,0,5,123126,66430,54000
13/07/2021,Ladakh,244282,2990,13,182773,61509,137607,106651,24,0,244282,0,5,123497,66680,54105
14/07/2021,Ladakh,246067,3140,13,184350,61717,138475,107568,24,0,246067,0,5,123694,67938,54435
15/07/2021,Ladakh,246543,2452,10,184640,61903,138806,107713,24,0,246543,0,5,123997,68067,54479
16/07/2021,Ladakh,246776,2702,12,184757,62019,138971,107781,24,0,246776,0,5,124118,68157,54501
17/07/2021,Ladakh,247139,2885,13,184970,62169,139195,107920,24,0,247139,0,5,124281,68290,54568
18/07/2021,Ladakh,247199,1140,2,185017,62182,139236,107939,24,0,247199,0,5,124321,68299,54579
19/07/2021,Ladakh,247527,3041,14,185146,62381,139408,108095,24,0,247527,0,5,124450,68442,54635
20/07/2021,Ladakh,247824,2480,14,185298,62526,139577,108223,24,0,247824,0,5,124611,68557,54656
21/07/2021,Ladakh,247824,0,0,185298,62526,139577,108223,24,0,247824,0,5,124611,68557,54656
22/07/2021,Ladakh,248319,2871,14,185475,62844,139885,108410,24,0,248319,0,5,124930,68693,54696
23/07/2021,Ladakh,248685,3540,14,185654,63031,140082,108579,24,0,248685,0,5,125175,68793,54717
24/07/2021,Ladakh,249041,2755,10,185770,63271,140315,108702,24,0,249041,0,5,125396,68891,54754
25/07/2021,Ladakh,249041,60,1,185770,63271,140315,108702,24,0,249041,0,5,125396,68891,54754
26/07/2021,Ladakh,249727,5310,16,186038,63689,140652,109050,25,0,249727,0,5,125970,68985,54772
27/07/2021,Ladakh,250768,5050,15,186256,64512,141240,109503,25,0,250768,0,5,126856,69119,54793
28/07/2021,Ladakh,252103,0,0,186477,65626,141987,110091,25,0,252103,0,5,128028,69258,54817
29/07/2021,Ladakh,252857,3160,8,186751,66106,142454,110378,25,0,252857,0,5,128716,69315,54826
30/07/2021,Ladakh,253924,7300,19,186894,67030,143127,110772,25,0,253924,0,5,129653,69425,54846
31/07/2021,Ladakh,254727,7105,17,187081,67646,143635,111067,25,0,254727,0,6,130304,69558,54865
1/8/2021,Ladakh,255047,0,0,187393,67654,143799,111223,25,0,255047,0,6,130336,69761,54950
2/8/2021,Ladakh,255738,6280,14,187602,68136,144197,111516,25,0,255738,0,6,130927,69835,54976
3/8/2021,Ladakh,256201,6510,14,187750,68451,144474,111702,25,0,256201,0,6,131314,69900,54987
4/8/2021,Ladakh,256621,6160,15,187859,68762,144732,111863,26,0,256621,0,6,131664,69956,55001
5/8/2021,Ladakh,257040,5144,13,188002,69038,144980,112034,26,0,257040,0,6,132019,70007,55014
6/8/2021,Ladakh,257551,5340,12,188226,69325,145295,112230,26,0,257551,0,6,132401,70093,55057
7/8/2021,Ladakh,258385,6325,16,188426,69959,145724,112635,26,0,258385,0,6,133135,70175,55075
8/8/2021,Ladakh,258385,0,0,188426,69959,145724,112635,26,0,258385,0,6,133135,70175,55075
9/8/2021,Ladakh,259036,5980,16,188699,70337,146068,112942,26,0,259036,0,6,133710,70230,55096
10/8/2021,Ladakh,,,,,,,,,,,,,,,
11/8/2021,Ladakh,,,,,,,,,,,,,,,
12/8/2021,Ladakh,,,,,,,,,,,,,,,
13/08/2021,Ladakh,,,,,,,,,,,,,,,
14/08/2021,Ladakh,,,,,,,,,,,,,,,
15/08/2021,Ladakh,,,,,,,,,,,,,,,
16/01/2021,Lakshadweep,16,1,1,16,0,14,2,0,0,16,,,,,
17/01/2021,Lakshadweep,17,10,9,17,0,14,3,0,0,17,,,,,
18/01/2021,Lakshadweep,237,10,9,237,0,229,8,0,0,237,,,,,
19/01/2021,Lakshadweep,622,10,9,622,0,533,89,0,0,622,,,,,
20/01/2021,Lakshadweep,629,10,9,629,0,538,91,0,0,629,,,,,
21/01/2021,Lakshadweep,724,11,10,724,0,585,139,0,0,724,,,,,
22/01/2021,Lakshadweep,734,14,12,734,0,588,146,0,0,734,,,,,
23/01/2021,Lakshadweep,734,14,12,734,0,588,146,0,0,734,,,,,
24/01/2021,Lakshadweep,749,14,12,749,0,588,161,0,0,749,,,,,
25/01/2021,Lakshadweep,752,14,12,752,0,588,164,0,0,752,,,,,
26/01/2021,Lakshadweep,752,14,12,752,0,588,164,0,0,752,,,,,
27/01/2021,Lakshadweep,765,19,12,765,0,612,153,0,0,765,,,,,
28/01/2021,Lakshadweep,790,19,12,790,0,618,172,0,0,790,,,,,
29/01/2021,Lakshadweep,807,19,12,807,0,623,184,0,0,807,,,,,
30/01/2021,Lakshadweep,807,19,12,807,0,623,184,0,0,807,,,,,
31/01/2021,Lakshadweep,807,19,12,807,0,623,184,0,0,807,,,,,
1/2/2021,Lakshadweep,807,19,12,807,0,623,184,0,0,807,,,,,
2/2/2021,Lakshadweep,807,19,12,807,0,623,184,0,0,807,,,,,
3/2/2021,Lakshadweep,807,20,13,807,0,623,184,0,0,807,,,,,
4/2/2021,Lakshadweep,807,23,13,807,0,623,184,0,0,807,,,,,
5/2/2021,Lakshadweep,825,26,13,825,0,627,198,0,0,825,,,,,
6/2/2021,Lakshadweep,833,26,13,833,0,634,199,0,0,833,,,,,
7/2/2021,Lakshadweep,833,26,13,833,0,634,199,0,0,833,,,,,
8/2/2021,Lakshadweep,839,30,13,839,0,639,200,0,0,839,,,,,
9/2/2021,Lakshadweep,869,30,13,869,0,665,204,0,0,869,,,,,
10/2/2021,Lakshadweep,1312,34,13,1312,0,1026,286,0,0,1312,,,,,
11/2/2021,Lakshadweep,1344,35,13,1344,0,1054,290,0,0,1344,,,,,
12/2/2021,Lakshadweep,1575,35,13,1575,0,1239,336,0,0,1575,,,,,
13/02/2021,Lakshadweep,1575,35,13,1575,0,1239,336,0,0,1575,,,,,
14/02/2021,Lakshadweep,1575,36,13,1575,0,1239,336,0,0,1575,,,,,
15/02/2021,Lakshadweep,1575,37,13,1575,0,1239,336,0,0,1575,,,,,
16/02/2021,Lakshadweep,1613,39,13,1594,19,1245,349,0,0,1594,,,,,
17/02/2021,Lakshadweep,1613,41,13,1594,19,1245,349,0,0,1594,,,,,
18/02/2021,Lakshadweep,1674,49,13,1623,51,1264,359,0,0,1623,,,,,
19/02/2021,Lakshadweep,1770,49,13,1689,81,1302,387,0,4,1685,,,,,
20/02/2021,Lakshadweep,1770,49,13,1689,81,1302,387,0,4,1685,,,,,
