Updated On,State,Total Doses ,Sessions, Sites ,First Dose ,Second Dose ,Male ,Female ,Transgender, Covaxin ,CoviShield ,Sputnik V ,AEFI,18-44 Years ,45-60 Years,60+ Years 
22/03/2021,Chandigarh,65746,6900,48,56588,9158,35201,21386,1,0,65746,,56,,,
23/03/2021,Chandigarh,67392,7200,50,57782,9610,35877,21904,1,0,67392,,59,,,
24/03/2021,Chandigarh,68959,7100,50,58992,9967,36577,22414,1,0,68959,,60,,,
25/03/2021,Chandigarh,70827,7400,52,60519,10308,37415,23103,1,0,70827,,60,,,
26/03/2021,Chandigarh,72558,7100,50,61839,10719,38164,23674,1,0,72558,,60,,,
27/03/2021,Chandigarh,74151,6700,46,63168,10983,38829,24338,1,0,74151,,61,,,
28/03/2021,Chandigarh,74257,1700,9,63269,10988,38883,24385,1,0,74257,,61,,,
29/03/2021,Chandigarh,74284,2400,11,63294,10990,38893,24400,1,0,74284,,61,,,
30/03/2021,Chandigarh,76009,8300,51,64574,11435,39599,24974,1,0,76009,,61,,,
31/03/2021,Chandigarh,77711,7200,49,65748,11963,40264,25483,1,0,77711,,62,,,
1/4/2021,Chandigarh,81055,7450,52,68591,12464,41784,26806,1,0,81055,,62,,,
2/4/2021,Chandigarh,84378,7300,50,71565,12813,43392,28172,1,0,84378,,62,,,
3/4/2021,Chandigarh,87837,7100,50,74528,13309,45010,29517,1,0,87837,,63,,,
4/4/2021,Chandigarh,90843,6550,44,77241,13602,46562,30678,1,0,90843,,64,,,
5/4/2021,Chandigarh,94240,7450,53,80058,14182,48139,31918,1,0,94240,,65,,,
6/4/2021,Chandigarh,96011,7650,55,81444,14567,48949,32494,1,0,96011,,65,,,
7/4/2021,Chandigarh,101532,7650,54,85979,15553,51487,34490,2,0,101532,,68,,,
8/4/2021,Chandigarh,105815,7650,55,89382,16433,53305,36075,2,0,105815,,70,,,
9/4/2021,Chandigarh,110149,7650,55,92814,17335,55177,37635,2,0,110149,,72,,,
10/4/2021,Chandigarh,115008,7650,55,96744,18264,57313,39428,3,0,115008,,74,,,
11/4/2021,Chandigarh,118155,7200,50,99484,18671,58812,40669,3,0,118155,,75,,,
12/4/2021,Chandigarh,122941,8200,61,103131,19810,61010,42118,3,0,122941,,76,,,
13/04/2021,Chandigarh,126850,8400,62,106139,20711,62884,43252,3,0,126850,,76,,,
14/04/2021,Chandigarh,130380,8400,63,108803,21577,64430,44370,3,0,130380,,76,,,
15/04/2021,Chandigarh,134563,8800,63,111665,22898,66127,45535,3,0,134563,,76,,,
16/04/2021,Chandigarh,139146,8700,63,114800,24346,68061,46736,3,0,139146,,76,,,
17/04/2021,Chandigarh,143254,7400,56,117734,25520,69799,47931,4,0,143254,,78,,,
18/04/2021,Chandigarh,145600,7200,54,119500,26100,70818,48678,4,0,145600,,78,,,
19/04/2021,Chandigarh,149987,8500,64,122192,27795,72426,49762,4,0,149987,,79,,,
20/04/2021,Chandigarh,154584,8600,65,124937,29647,73970,50962,5,0,154584,,79,,,
21/04/2021,Chandigarh,158565,7900,61,127635,30930,75424,52205,6,0,158565,,80,,,
22/04/2021,Chandigarh,163872,8800,65,130884,32988,77076,53802,6,0,163872,,83,,,
23/04/2021,Chandigarh,169439,8800,66,134397,35042,78944,55447,6,0,169439,,85,,,
24/04/2021,Chandigarh,174721,8300,61,137994,36727,80666,57322,6,0,174721,,86,,,
25/04/2021,Chandigarh,178655,7000,55,140795,37860,82042,58746,7,0,178655,,87,,,
26/04/2021,Chandigarh,184252,8400,64,144305,39947,83896,60402,7,0,184252,,89,,,
27/04/2021,Chandigarh,190041,8400,63,148026,42015,85803,62216,7,0,190041,,89,,,
28/04/2021,Chandigarh,196055,8750,66,151928,44127,87805,64116,7,0,196055,,90,,,
29/04/2021,Chandigarh,201907,8600,65,155689,46218,89628,66054,7,0,201907,,90,,,
30/04/2021,Chandigarh,208489,8700,68,160071,48418,91881,68181,9,0,208489,,92,,,
1/5/2021,Chandigarh,213216,7800,58,163599,49617,93663,69927,9,0,213216,,95,,,
2/5/2021,Chandigarh,215894,6600,51,165617,50277,94656,70952,9,0,215894,,95,,,
3/5/2021,Chandigarh,220462,7200,55,168672,51790,96246,72417,9,0,220462,,96,,,
4/5/2021,Chandigarh,225542,6900,56,172057,53485,98041,74007,9,0,225542,,96,,,
5/5/2021,Chandigarh,230822,6900,55,175618,55204,100003,75605,10,0,230822,,96,,,
6/5/2021,Chandigarh,237473,7000,56,179429,58044,102169,77250,10,0,237473,,96,,,
7/5/2021,Chandigarh,243450,7300,55,183067,60383,104125,78931,11,0,243450,,96,,,
8/5/2021,Chandigarh,250441,7100,57,187445,62996,106338,81095,12,0,250441,,97,,,
9/5/2021,Chandigarh,254612,7400,53,190204,64408,107769,82423,12,0,254612,,97,,,
10/5/2021,Chandigarh,260309,7800,57,193540,66769,109560,83968,12,0,260309,,100,,,
11/5/2021,Chandigarh,265527,7900,58,196808,68719,111293,85502,13,0,265527,,100,,,
12/5/2021,Chandigarh,269353,7900,57,199576,69777,112721,86842,13,0,269353,,101,,,
13/05/2021,Chandigarh,273766,8000,58,202829,70937,114474,88342,13,0,273766,,101,,,
14/05/2021,Chandigarh,278699,8100,58,206572,72127,116552,90007,13,0,278699,,103,,,
15/05/2021,Chandigarh,284834,8300,63,211162,73672,118975,92173,14,0,284834,,103,,,
16/05/2021,Chandigarh,285946,5290,29,212260,73686,119575,92671,14,0,285946,,103,,,
17/05/2021,Chandigarh,290561,11040,63,216622,73939,121957,94650,15,0,290561,,109,,,
18/05/2021,Chandigarh,294430,9670,60,220312,74118,123972,96321,19,0,294430,,109,,,
19/05/2021,Chandigarh,298281,11320,61,224068,74213,126027,98019,22,0,298281,,109,,,
20/05/2021,Chandigarh,302065,10665,65,227748,74317,128028,99693,27,0,302065,,110,,,
21/05/2021,Chandigarh,306407,11470,72,231985,74422,130387,101568,30,0,306407,0,111,,,
22/05/2021,Chandigarh,312342,13510,74,237720,74622,133472,104217,31,0,312342,0,113,,,
23/05/2021,Chandigarh,315428,5705,27,240804,74624,135172,105600,32,0,315428,0,113,,,
24/05/2021,Chandigarh,320496,11811,74,245841,74655,137908,107901,32,0,320496,0,115,,,
25/05/2021,Chandigarh,323442,10780,66,248749,74693,139440,109276,33,0,323442,0,121,,,
26/05/2021,Chandigarh,324892,10320,55,250185,74707,140227,109925,33,0,324892,0,121,,,
27/05/2021,Chandigarh,329825,11710,78,255083,74742,143166,111884,33,0,329825,0,122,,,
28/05/2021,Chandigarh,334628,11803,72,259802,74826,145843,113925,34,0,334628,0,124,,,
29/05/2021,Chandigarh,339601,12392,72,264747,74854,148584,116127,36,0,339601,0,127,,,
30/05/2021,Chandigarh,343466,5830,27,268609,74857,150746,117826,37,0,343466,0,127,,,
31/05/2021,Chandigarh,349507,17087,80,274606,74901,154057,120512,37,0,349507,0,129,,,
1/6/2021,Chandigarh,355311,13795,77,280378,74933,157357,122983,38,0,355311,0,131,,,
2/6/2021,Chandigarh,360794,15120,77,285834,74960,160638,125156,40,0,360794,0,131,,,
3/6/2021,Chandigarh,366709,16560,75,291718,74991,163954,127723,41,0,366709,0,132,,,
4/6/2021,Chandigarh,372191,17075,74,297146,75045,167099,130005,42,0,372191,0,134,,,
5/6/2021,Chandigarh,377873,24455,77,302775,75098,170305,132426,44,0,377873,0,134,,,
6/6/2021,Chandigarh,379943,8840,28,304833,75110,171504,133285,44,0,379943,0,134,,,
7/6/2021,Chandigarh,383353,15320,61,308126,75227,173421,134661,44,0,383353,0,137,,,
8/6/2021,Chandigarh,384919,10885,49,309608,75311,174297,135266,45,0,384919,0,138,,,
9/6/2021,Chandigarh,387273,12190,56,311860,75413,175737,136078,45,0,387273,0,138,,,
10/6/2021,Chandigarh,389571,12357,57,314057,75514,177025,136987,45,0,389571,0,138,,,
11/6/2021,Chandigarh,395515,18515,72,319892,75623,180391,139454,47,0,395515,0,138,,,
12/6/2021,Chandigarh,401380,16216,67,325649,75731,183756,141845,48,0,401380,0,138,,,
13/06/2021,Chandigarh,405319,8765,29,329564,75755,186044,143472,48,0,405319,0,138,,,
14/06/2021,Chandigarh,412175,17983,60,336282,75893,189871,146362,49,0,412175,0,138,,,
15/06/2021,Chandigarh,419164,18265,65,343058,76106,193924,149082,52,0,419164,0,139,,,
16/06/2021,Chandigarh,425495,17840,65,349204,76291,197458,151693,53,0,425495,0,139,,,
17/06/2021,Chandigarh,432584,18780,73,356082,76502,201435,154592,55,0,432584,0,139,,,
18/06/2021,Chandigarh,440585,21015,79,363813,76772,205950,157807,56,100,440485,0,139,,,
19/06/2021,Chandigarh,450057,20585,74,372899,77158,210827,162013,59,270,449787,0,139,,,
20/06/2021,Chandigarh,453577,10810,28,376354,77223,212636,163657,61,350,453227,0,139,,,
21/06/2021,Chandigarh,460426,21219,76,382966,77460,216418,166474,74,390,460036,0,139,,,
22/06/2021,Chandigarh,468436,26471,76,390586,77850,220768,169743,75,482,467954,0,139,,,
23/06/2021,Chandigarh,475527,26120,74,397301,78226,224486,172739,76,593,474934,0,138,,,
24/06/2021,Chandigarh,482326,26172,72,403380,78946,227858,175446,76,788,481538,0,138,,,
25/06/2021,Chandigarh,489480,25945,74,409614,79866,278596,210820,64,989,488491,0,138,216648,156343,116489
26/06/2021,Chandigarh,498862,24000,71,417304,81558,283606,215192,64,1099,497763,0,139,223556,158164,117142
27/06/2021,Chandigarh,504126,24390,57,421745,82381,286432,217630,64,1109,503017,0,139,227353,159275,117498
28/06/2021,Chandigarh,511843,26000,70,427780,84063,290581,221196,66,1138,510705,0,140,232471,161112,118260
29/06/2021,Chandigarh,519880,25884,69,434020,85860,294851,224960,69,1205,518675,0,140,237773,163046,119061
30/06/2021,Chandigarh,526877,26167,70,439301,87576,298570,228236,71,1375,525502,0,141,242263,164845,119769
1/7/2021,Chandigarh,533897,26987,76,444544,89353,302365,231458,74,1444,532453,0,142,246748,166610,120539
2/7/2021,Chandigarh,541103,26012,69,449392,91711,306185,234844,74,1529,539574,0,143,250953,168727,121423
3/7/2021,Chandigarh,551586,29223,71,456634,94952,311609,239901,76,1580,550006,0,143,257260,171936,122390
4/7/2021,Chandigarh,558150,26810,59,461440,96710,315083,242991,76,1580,556570,0,144,261233,173883,123034
5/7/2021,Chandigarh,566601,29430,71,467197,99404,319691,246834,76,1620,564981,0,146,266138,176367,124096
6/7/2021,Chandigarh,574184,31340,76,472038,102146,323916,250188,80,1647,572537,0,146,270343,178743,125098
7/7/2021,Chandigarh,580735,29725,72,476076,104659,327531,253124,80,1679,579056,0,146,273926,180856,125953
8/7/2021,Chandigarh,586654,27760,65,479535,107119,330901,255672,81,1693,584961,0,146,277041,182889,126724
9/7/2021,Chandigarh,594496,30640,73,483886,110610,335263,259151,82,1732,592764,0,147,281098,185650,127748
10/7/2021,Chandigarh,605255,31545,74,490212,115043,341039,264131,85,1806,603449,0,147,287085,189221,128949
11/7/2021,Chandigarh,611733,28400,56,494636,117097,344687,266961,85,1806,609927,0,147,290882,191200,129651
12/7/2021,Chandigarh,620721,32150,75,500328,120393,349812,270822,87,1838,618883,0,147,296019,193995,130707
13/07/2021,Chandigarh,628577,33110,74,505214,123363,354313,274177,87,1867,626710,0,147,300500,196439,131638
14/07/2021,Chandigarh,646643,32415,74,520502,126141,364343,282203,97,2032,644611,0,147,307229,204340,135074
15/07/2021,Chandigarh,655179,33320,76,525981,129198,369025,286056,98,2078,653101,0,149,312157,206876,136146
16/07/2021,Chandigarh,664346,33936,75,531740,132606,373932,290315,99,2174,662172,0,151,317395,209757,137194
17/07/2021,Chandigarh,676154,33600,72,538909,137245,380224,295830,100,2310,673844,0,153,324368,213325,138461
18/07/2021,Chandigarh,684417,30530,59,544177,140240,384798,299518,101,2310,682107,0,156,329318,215735,139364
19/07/2021,Chandigarh,693228,33280,72,549385,143843,390084,303042,102,2360,690868,0,158,334513,218313,140402
20/07/2021,Chandigarh,703489,32536,72,554918,148571,395718,307665,106,2507,700982,0,158,340156,221568,141765
21/07/2021,Chandigarh,711040,29216,61,558850,152190,399935,310995,110,2516,708524,0,160,344278,223934,142828
22/07/2021,Chandigarh,720736,31102,68,563735,157001,405125,315501,110,2761,717975,0,162,349676,226904,144156
23/07/2021,Chandigarh,731391,33376,74,569452,161939,411111,320167,113,2846,728545,0,162,355971,230096,145324
24/07/2021,Chandigarh,745126,34042,72,576913,168213,418448,326562,116,2875,742251,0,163,364340,233994,146792
25/07/2021,Chandigarh,752626,23732,56,581613,171013,422857,329653,116,2875,749751,0,163,369136,236017,147473
26/07/2021,Chandigarh,761995,25464,69,587081,174914,428363,333515,117,3111,758884,0,163,374918,238597,148480
27/07/2021,Chandigarh,771657,23937,66,592744,178913,433676,337862,119,3168,768489,0,163,380756,241422,149479
28/07/2021,Chandigarh,780708,0,0,597901,182807,439300,341288,120,3220,777488,0,164,386569,243782,150357
29/07/2021,Chandigarh,789355,23697,69,603124,186231,444182,345053,120,3288,786067,0,164,392259,245923,151173
30/07/2021,Chandigarh,798368,24790,69,608006,190362,449355,348893,120,3336,795032,0,164,398099,248189,152080
31/07/2021,Chandigarh,817144,26869,70,621982,195162,460084,356937,123,3396,813748,0,167,412483,251429,153232
1/8/2021,Chandigarh,844437,22940,55,646859,197578,476525,367789,123,3801,840636,0,167,428305,259395,156737
2/8/2021,Chandigarh,852218,23518,65,651891,200327,481423,370670,125,3823,848395,0,170,433724,261102,157392
3/8/2021,Chandigarh,863331,24430,67,659902,203429,487941,375263,127,3902,859429,0,170,441961,263148,158222
4/8/2021,Chandigarh,870600,24705,71,664509,206091,492305,378168,127,3972,866628,0,171,447079,264718,158803
5/8/2021,Chandigarh,878332,24620,68,669284,209048,496913,381291,128,3996,874336,0,171,452505,266372,159455
6/8/2021,Chandigarh,892796,25530,71,679894,212902,505578,387091,127,4087,888709,0,171,463553,268872,160371
7/8/2021,Chandigarh,904840,26655,70,686609,218231,512514,392197,129,4134,900706,0,171,472270,271359,161211
8/8/2021,Chandigarh,911473,23830,56,690815,220658,516491,394853,129,4134,907339,0,172,477073,272665,161735
9/8/2021,Chandigarh,923819,24131,66,700285,223534,524263,399424,132,4156,919663,0,172,486854,274475,162490
10/8/2021,Chandigarh,,,,,,,,,,,,,,,
11/8/2021,Chandigarh,,,,,,,,,,,,,,,
12/8/2021,Chandigarh,,,,,,,,,,,,,,,
13/08/2021,Chandigarh,,,,,,,,,,,,,,,
14/08/2021,Chandigarh,,,,,,,,,,,,,,,
15/08/2021,Chandigarh,,,,,,,,,,,,,,,
16/01/2021,Chhattisgarh,1040,101,98,1040,0,525,515,0,0,1040,,,,,
17/01/2021,Chhattisgarh,1040,224,102,1040,0,525,515,0,0,1040,,,,,
18/01/2021,Chhattisgarh,1656,224,102,1656,0,726,930,0,0,1656,,,,,
19/01/2021,Chhattisgarh,2014,390,106,2014,0,867,1147,0,0,2014,,,,,
20/01/2021,Chhattisgarh,3351,542,112,3351,0,1343,2008,0,0,3351,,,,,
21/01/2021,Chhattisgarh,5752,590,117,5752,0,2007,3745,0,0,5752,,,,,
22/01/2021,Chhattisgarh,5807,680,127,5807,0,2034,3773,0,0,5807,,,,,
23/01/2021,Chhattisgarh,12185,803,175,12185,0,3892,8292,1,0,12185,,,,,
24/01/2021,Chhattisgarh,12506,881,211,12506,0,4046,8459,1,0,12506,,,,,
25/01/2021,Chhattisgarh,24018,1015,227,24018,0,7753,16264,1,0,24018,,,,,
26/01/2021,Chhattisgarh,24120,1097,232,24120,0,7791,16328,1,0,24120,,,,,
27/01/2021,Chhattisgarh,36363,1307,260,36363,0,11198,25162,3,0,36363,,,,,
28/01/2021,Chhattisgarh,46869,1371,268,46869,0,13804,33062,3,0,46869,,,,,
29/01/2021,Chhattisgarh,47318,1488,279,47318,0,14020,33295,3,0,47318,,,,,
30/01/2021,Chhattisgarh,57446,1520,280,57446,0,16360,41082,4,0,57446,,,,,
31/01/2021,Chhattisgarh,57455,1608,281,57455,0,16364,41087,4,0,57455,,,,,
1/2/2021,Chhattisgarh,61482,1763,337,61482,0,17621,43857,4,0,61482,,,,,
2/2/2021,Chhattisgarh,64509,2057,455,64509,0,18628,45871,10,0,64509,,,,,
3/2/2021,Chhattisgarh,86044,2722,665,86044,0,22644,63388,12,1,86043,,,,,
4/2/2021,Chhattisgarh,115725,3281,767,115725,0,26864,88849,12,1,115724,,,,,
5/2/2021,Chhattisgarh,135072,3885,807,135072,0,29710,105349,13,1,135071,,,,,
6/2/2021,Chhattisgarh,153515,4191,822,153515,0,32944,120558,13,1,153514,,,,,
7/2/2021,Chhattisgarh,153531,4517,849,153531,0,32947,120571,13,1,153530,,,,,
8/2/2021,Chhattisgarh,168873,5026,873,168873,0,37783,131077,13,6,168867,,,,,
9/2/2021,Chhattisgarh,182898,5760,912,182898,0,44895,137988,15,12,182886,,,,,
10/2/2021,Chhattisgarh,201792,6513,947,201792,0,55370,146405,17,42,201750,,,,,
11/2/2021,Chhattisgarh,218958,7095,967,218958,0,66634,152307,17,55,218903,,,,,
12/2/2021,Chhattisgarh,234012,7666,975,234012,0,77219,156775,18,75,233937,,,,,
13/02/2021,Chhattisgarh,249169,8096,997,248307,862,87409,160880,18,85,248222,,,,,
14/02/2021,Chhattisgarh,250235,8397,1037,249309,926,88313,160978,18,85,249224,,,,,
15/02/2021,Chhattisgarh,277098,8985,1064,271832,5266,104665,167148,19,106,271726,,,,,
16/02/2021,Chhattisgarh,294241,9620,1096,287420,6821,115803,171597,20,107,287313,,,,,
17/02/2021,Chhattisgarh,312728,10310,1106,302752,9976,126795,175937,20,119,302633,,,,,
18/02/2021,Chhattisgarh,329628,10912,1112,315032,14596,137442,177568,22,151,314881,,,,,
19/02/2021,Chhattisgarh,348220,11530,1116,331802,16418,148155,183625,22,198,331604,,,,,
20/02/2021,Chhattisgarh,362135,11886,1119,341230,20905,155414,185794,22,220,341010,,,,,
21/02/2021,Chhattisgarh,363144,12168,1123,342208,20936,156360,185826,22,220,341988,,,,,
22/02/2021,Chhattisgarh,380439,12648,1125,351864,28575,163841,188001,22,232,351632,,,,,
23/02/2021,Chhattisgarh,389928,13156,1128,358547,31381,168912,189613,22,269,358278,,,,,
24/02/2021,Chhattisgarh,405172,13690,1132,365643,39529,174016,191605,22,310,365333,,,,,
25/02/2021,Chhattisgarh,420647,14122,1134,372248,48399,178804,193422,22,353,371895,,,,,
26/02/2021,Chhattisgarh,428473,14139,1134,376718,51755,182145,194551,22,371,376347,,,,,
27/02/2021,Chhattisgarh,428473,14139,1134,376718,51755,182145,194551,22,371,376347,,,,,
28/02/2021,Chhattisgarh,428473,14712,1151,376718,51755,182145,194551,22,371,376347,,,,,
1/3/2021,Chhattisgarh,428473,16075,1196,376718,51755,182145,194551,22,371,376347,,,,,
2/3/2021,Chhattisgarh,459117,18009,1222,397759,61358,194776,202960,23,381,397378,,,,,
3/3/2021,Chhattisgarh,488780,24441,1316,417448,71332,205810,211614,24,389,417059,,,,,
4/3/2021,Chhattisgarh,533925,27388,1366,445300,88625,220066,225210,24,402,444898,,,,,
5/3/2021,Chhattisgarh,578118,30892,1407,474620,103498,235108,239483,29,419,474201,,,,,
6/3/2021,Chhattisgarh,632575,32769,1433,512183,120392,253575,258578,30,425,511758,,,,,
7/3/2021,Chhattisgarh,634619,33919,1443,514086,120533,254566,259490,30,425,513661,,,,,
8/3/2021,Chhattisgarh,684432,34767,1458,551009,133423,272715,278263,31,433,550576,,,,,
9/3/2021,Chhattisgarh,600698,132145,942,456120,144578,295440,305224,34,0,600691,,,,,
10/3/2021,Chhattisgarh,649606,149335,1065,489919,159687,318930,330636,40,0,649599,,,,,
11/3/2021,Chhattisgarh,654318,54320,414,493373,160945,321650,332628,40,0,654310,,,,,
12/3/2021,Chhattisgarh,700964,146525,1048,524628,176336,347129,353792,43,0,700956,,,,,
13/03/2021,Chhattisgarh,757035,161710,1202,565547,191488,376539,380449,47,0,757027,,,,,
14/03/2021,Chhattisgarh,764290,28560,244,572176,192114,380030,384213,47,0,764282,,,,,
15/03/2021,Chhattisgarh,840424,194885,1409,632277,208147,420082,420289,53,70,840346,,,,,
16/03/2021,Chhattisgarh,1043000,177925,1308,821735,221265,408167,413510,58,282,1042718,,425,,,
17/03/2021,Chhattisgarh,1155353,212850,1563,920994,234359,457860,463067,67,530,1154823,,426,,,
18/03/2021,Chhattisgarh,1233656,215765,1572,987493,246163,490214,497208,71,1001,1232655,,428,,,
19/03/2021,Chhattisgarh,1300911,196542,1429,1043993,256918,517742,526173,78,1346,1299565,,433,,,
20/03/2021,Chhattisgarh,1382139,216225,1578,1115002,267137,551693,563221,88,1840,1380299,,438,,,
21/03/2021,Chhattisgarh,1390076,12235,110,1122049,268027,554811,567150,88,1882,1388194,,438,,,
22/03/2021,Chhattisgarh,1446236,213520,1571,1170273,275963,578165,592017,91,2362,1443874,,441,,,
23/03/2021,Chhattisgarh,1492021,164640,1223,1207717,284304,596645,610976,96,3090,1488931,,447,,,
24/03/2021,Chhattisgarh,1536898,187430,1413,1246634,290264,615508,631024,102,3875,1533023,,451,,,
25/03/2021,Chhattisgarh,1596613,216670,1613,1300439,296174,641263,659068,108,4756,1591857,,454,,,
26/03/2021,Chhattisgarh,1660268,226085,1655,1359811,300457,669178,690519,114,6409,1653859,,455,,,
27/03/2021,Chhattisgarh,1773189,256850,1890,1468773,304416,719971,748684,118,7977,1765212,,457,,,
28/03/2021,Chhattisgarh,1807760,127925,966,1502883,304877,735162,767601,120,8415,1799345,,462,,,
29/03/2021,Chhattisgarh,1808453,53610,392,1503420,305033,735406,767893,121,8415,1800038,,462,,,
30/03/2021,Chhattisgarh,1863632,246885,1781,1554803,308829,759383,795288,132,9005,1854627,,464,,,
31/03/2021,Chhattisgarh,1977918,301970,2152,1662021,315897,809575,852304,142,10585,1967333,,466,,,
1/4/2021,Chhattisgarh,2113279,358130,2613,1791743,321536,872432,919162,149,12922,2100357,,467,,,
2/4/2021,Chhattisgarh,2420539,421690,3082,2089641,330898,1013496,1075975,170,18341,2402198,,468,,,
3/4/2021,Chhattisgarh,2645394,409720,3135,2307001,338393,1117338,1189471,192,21138,2624256,,473,,,
4/4/2021,Chhattisgarh,2954955,413840,3090,2607721,347234,1257700,1349795,226,25994,2928961,,481,,,
5/4/2021,Chhattisgarh,3071531,410025,3095,2718779,352752,1309547,1408991,241,29139,3042392,,481,,,
6/4/2021,Chhattisgarh,3170579,428950,3249,2812713,357866,1353760,1458701,252,31947,3138632,,483,,,
7/4/2021,Chhattisgarh,3399416,387045,3028,3031106,368310,1457287,1573544,275,35471,3363945,,489,,,
8/4/2021,Chhattisgarh,3705558,487780,3704,3322112,383446,1594896,1726906,310,37403,3668155,,493,,,
9/4/2021,Chhattisgarh,3935158,487648,3712,3540293,394865,1698686,1841263,344,38895,3896263,,496,,,
10/4/2021,Chhattisgarh,4127809,442680,3513,3721410,406399,1786056,1934995,359,39557,4088252,,497,,,
